location_id,location_name,source,poll,variable,yoy,yoy_rel,rsquared_testing,rmse_testing,period
amritsar_ind.28_1_in,Amritsar,cpcb,pm10,observed,-1.011399395570109,-0.009304038961866748,0.7175104377680632,29.227867262988674,FY 2018-2019 to FY 2023-2024
amritsar_ind.28_1_in,Amritsar,cpcb,pm10,trend,-6.653190813736543,-0.05924910338816337,0.7175104377680632,29.227867262988674,FY 2018-2019 to FY 2023-2024
asanol_ind.36_1_in,Asanol,cpcb,pm10,observed,5.694523171951943,0.053254850398429227,0.8895221540859161,25.62253765901784,FY 2018-2019 to FY 2023-2024
asanol_ind.36_1_in,Asanol,cpcb,pm10,trend,7.490649860252063,0.07123163707172572,0.8895221540859161,25.62253765901784,FY 2018-2019 to FY 2023-2024
aurangabad_ind.20_1_in,Aurangabad,cpcb,pm10,observed,17.929481134552674,0.2213293285626244,0.6451429401877178,23.827341380813824,FY 2018-2019 to FY 2023-2024
aurangabad_ind.20_1_in,Aurangabad,cpcb,pm10,trend,14.855817308037587,0.18131152568200357,0.6451429401877178,23.827341380813824,FY 2018-2019 to FY 2023-2024
chandrapur_ind.20_1_in,Chandrapur,cpcb,pm10,observed,-7.327815235543525,-0.07753540976697092,0.7091162280233627,28.5119631090105,FY 2018-2019 to FY 2023-2024
chandrapur_ind.20_1_in,Chandrapur,cpcb,pm10,trend,-9.548943288213806,-0.10008233050632559,0.7091162280233627,28.5119631090105,FY 2018-2019 to FY 2023-2024
delhi_ind.25_1_in,Delhi,cpcb,pm10,observed,-30.163159332267526,-0.12691611602307853,0.7975653860625986,51.18343451663705,FY 2018-2019 to FY 2023-2024
delhi_ind.25_1_in,Delhi,cpcb,pm10,trend,-24.903151906692273,-0.10755142490263177,0.7975653860625986,51.18343451663705,FY 2018-2019 to FY 2023-2024
dewas_ind.19_1_in,Dewas,cpcb,pm10,observed,-21.25082723275051,-0.16895912132918767,0.6992624150701775,25.56100959343248,FY 2018-2019 to FY 2023-2024
dewas_ind.19_1_in,Dewas,cpcb,pm10,trend,-15.630810332922891,-0.13305116238411976,0.6992624150701775,25.56100959343248,FY 2018-2019 to FY 2023-2024
ghaziabad_ind.34_1_in,Ghaziabad,cpcb,pm10,observed,-78.8849286598971,-0.30496584075895367,0.857942471323004,47.80004954640985,FY 2018-2019 to FY 2023-2024
ghaziabad_ind.34_1_in,Ghaziabad,cpcb,pm10,trend,-80.61947229779085,-0.3048072344883833,0.857942471323004,47.80004954640985,FY 2018-2019 to FY 2023-2024
haldia_ind.36_1_in,Haldia,cpcb,pm10,observed,-10.607689263951855,-0.11185405977891781,0.7325284261224918,30.618058532522163,FY 2018-2019 to FY 2023-2024
haldia_ind.36_1_in,Haldia,cpcb,pm10,trend,-11.962153862633357,-0.1292562381946491,0.7325284261224918,30.618058532522163,FY 2018-2019 to FY 2023-2024
howrah_ind.36_1_in,Howrah,cpcb,pm10,observed,-35.02485879963969,-0.24564957670574822,0.8747404713435196,29.080009388841745,FY 2018-2019 to FY 2023-2024
howrah_ind.36_1_in,Howrah,cpcb,pm10,trend,-31.78352479053143,-0.2322046791696437,0.8747404713435196,29.080009388841745,FY 2018-2019 to FY 2023-2024
hyderabad_ind.32_1_in,Hyderabad,cpcb,pm10,observed,-14.687386765284188,-0.15451059191626787,0.8750332162721671,13.3008686004636,FY 2018-2019 to FY 2023-2024
hyderabad_ind.32_1_in,Hyderabad,cpcb,pm10,trend,-13.653046192918723,-0.14304105224257982,0.8750332162721671,13.3008686004636,FY 2018-2019 to FY 2023-2024
jaipur_ind.29_1_in,Jaipur,cpcb,pm10,observed,1.1606123576316918,0.008711834118602952,0.6982965099860845,30.317311018182753,FY 2018-2019 to FY 2023-2024
jaipur_ind.29_1_in,Jaipur,cpcb,pm10,trend,4.523761789019261,0.03527776654859661,0.6982965099860845,30.317311018182753,FY 2018-2019 to FY 2023-2024
jalandhar_ind.28_1_in,Jalandhar,cpcb,pm10,observed,10.211983870737285,0.10521069080471745,0.6824888135246315,28.021108650334323,FY 2018-2019 to FY 2023-2024
jalandhar_ind.28_1_in,Jalandhar,cpcb,pm10,trend,5.301166680998051,0.05334900559474724,0.6824888135246315,28.021108650334323,FY 2018-2019 to FY 2023-2024
jodhpur_ind.29_1_in,Jodhpur,cpcb,pm10,observed,-73.76950625056082,-0.37145857276611544,0.7160210284893327,39.135966890696274,FY 2018-2019 to FY 2023-2024
