location_id,location_name,poll,variable,slope,slope_lower,slope_upper,p.stars,p,date_from,date_to
patiala_ind.28_1_in,Patiala,pm10,trend,-1.6255330205735052,-3.817044831762904,-0.02799967730628759,*,0.03338898163606019,2018-02-06,2024-08-31
patiala_ind.28_1_in,Patiala,pm25,observed,0.7735993471393988,-1.5447407912114561,3.2518904358438663,,0.48414023372287146,2018-02-06,2024-08-31
patiala_ind.28_1_in,Patiala,pm25,trend,0.691672377334829,0.18080313401530493,1.0931437564909876,*,0.01335559265442404,2018-02-06,2024-08-31
patna_ind.5_1_in,Patna,pm10,observed,14.72065783290889,-2.2778208891552105,32.81803721856257,+,0.08347245409015025,2019-12-24,2024-08-31
patna_ind.5_1_in,Patna,pm10,trend,16.368803360828828,11.591346319441099,22.045042231077662,***,0,2019-12-24,2024-08-31
patna_ind.5_1_in,Patna,pm25,observed,-5.478736672871702,-11.118558147658296,-0.27365727451417104,*,0.04340567612687818,2017-01-02,2024-08-31
patna_ind.5_1_in,Patna,pm25,trend,-5.060455593770236,-6.445764639824658,-2.354281691445834,**,0.0033388981636059967,2017-01-02,2024-08-31
pune_ind.20_1_in,Pune,pm10,observed,2.214651487568018,-1.204838478007986,5.490160385097393,,0.25041736227045075,2017-01-01,2024-08-31
pune_ind.20_1_in,Pune,pm10,trend,2.062791254429691,1.246184890263224,3.0337863768121944,***,0,2017-01-01,2024-08-31
pune_ind.20_1_in,Pune,pm25,observed,1.0083774903571454,-1.1301104950111878,3.19129902384899,,0.44407345575959933,2017-01-01,2024-08-31
pune_ind.20_1_in,Pune,pm25,trend,0.9069680105956055,0.13577107774434277,1.910023308269853,*,0.02671118530884808,2017-01-01,2024-08-31
rajamahendravaram_ind.2_1_in,Rajamahendravaram,pm10,observed,-1.5774323417413227,-5.415885888625167,1.434768930366343,,0.26377295492487485,2017-09-05,2024-08-31
rajamahendravaram_ind.2_1_in,Rajamahendravaram,pm10,trend,-0.7963373889646866,-1.2132578418295663,-0.2900166828647966,**,0.006677796327211993,2017-09-05,2024-08-31
rajamahendravaram_ind.2_1_in,Rajamahendravaram,pm25,observed,-0.8238141252945489,-2.7887027980124866,0.8798248379245782,,0.353923205342237,2017-09-05,2024-08-31
rajamahendravaram_ind.2_1_in,Rajamahendravaram,pm25,trend,-0.2089708227767591,-0.6532357824158824,0.1549877810585741,,0.1602671118530885,2017-09-05,2024-08-31
sagar_ind.19_1_in,Sagar,pm25,observed,-1.5494913932655752,-4.874965373599503,1.374776381839307,,0.23706176961602665,2020-01-21,2024-08-31
sagar_ind.19_1_in,Sagar,pm25,trend,-1.6857042423324429,-2.427655698979052,-1.0308668232366538,***,0,2020-01-21,2024-08-31
solapur_ind.20_1_in,Solapur,pm10,observed,-1.0531326643420575,-5.419532764164395,2.978362244416886,,0.4941569282136895,2017-01-01,2024-08-31
solapur_ind.20_1_in,Solapur,pm10,trend,-0.3236159395597052,-1.2903161861402876,0.5609547444609655,,0.6243739565943238,2017-01-01,2024-08-31
solapur_ind.20_1_in,Solapur,pm25,observed,0.7821190047489497,-1.0126618345508147,2.6080514466122136,,0.3739565943238731,2017-01-01,2024-08-31
solapur_ind.20_1_in,Solapur,pm25,trend,0.8990562555308292,0.379416342117757,1.2766095908625807,***,0,2017-01-01,2024-08-29
talcher_ind.26_1_in,Talcher,pm10,observed,-10.672707588459621,-20.96878443273638,-1.0929770927430256,*,0.023372287145241977,2018-02-07,2024-08-31
talcher_ind.26_1_in,Talcher,pm10,trend,-10.027930107609192,-16.850609152346927,-4.390836473243085,***,0,2018-02-07,2024-08-31
talcher_ind.26_1_in,Talcher,pm25,observed,-1.0530541297516434,-4.641974098100215,2.4306714185044056,,0.5308848080133557,2018-02-07,2024-08-31
talcher_ind.26_1_in,Talcher,pm25,trend,-0.7307998594708959,-2.748933757474038,1.809311751091901,,0.313856427378965,2018-02-07,2024-08-31
thane_ind.20_1_in,Thane,pm10,observed,-1.4126240895969344,-6.472194752785932,4.562781235511993,,0.6176961602671118,2017-01-01,2024-08-31
thane_ind.20_1_in,Thane,pm10,trend,0.42731964197048145,-1.506839737394722,2.3231044602196564,,0.7445742904841403,2017-01-01,2024-08-31
udaipur_ind.29_1_in,Udaipur,pm10,observed,-3.884422474454517,-7.935351845004873,1.184763591495432,,0.10350584307178634,2017-10-23,2024-08-31
udaipur_ind.29_1_in,Udaipur,pm10,trend,-2.7963283217431294,-4.62334133172662,-0.3310674783647775,*,0.030050083472454192,2017-10-23,2024-08-31
udaipur_ind.29_1_in,Udaipur,pm25,observed,-1.1963928046451924,-3.335355931938887,0.9794501279616438,,0.22036727879799667,2017-10-23,2024-08-31
udaipur_ind.29_1_in,Udaipur,pm25,trend,-0.139087169048353,-1.0940021337944905,0.9262567259907832,,0.9315525876460768,2017-10-23,2024-08-31
ujjain_ind.19_1_in,Ujjain,pm10,observed,-3.6794328576620225,-8.362950772913935,2.106532788248305,,0.2003338898163607,2017-11-21,2024-08-31
ujjain_ind.19_1_in,Ujjain,pm10,trend,-1.3290232549879102,-2.774238831046872,0.349862967669493,,0.12687813021702832,2017-11-21,2024-08-31
ujjain_ind.19_1_in,Ujjain,pm25,observed,-1.740213240735255,-4.771831530810717,1.2181567699384177,,0.26711185308848084,2017-11-21,2024-08-31
ujjain_ind.19_1_in,Ujjain,pm25,trend,-1.0480578293070406,-1.6017499774533888,-0.3974806861835198,**,0.0033388981636059967,2017-11-21,2024-08-31
varanasi_ind.34_1_in,Varanasi,pm10,observed,-31.556245567025577,-36.698628435222965,-24.452633883464923,***,0,2017-01-01,2024-08-31
varanasi_ind.34_1_in,Varanasi,pm10,trend,-27.754045880568533,-29.23612123783295,-26.829099755218774,***,0,2017-01-01,2024-08-31
varanasi_ind.34_1_in,Varanasi,pm25,observed,-11.84409238450946,-16.77528800817018,-8.425308589540276,***,0,2017-01-01,2024-08-31
varanasi_ind.34_1_in,Varanasi,pm25,trend,-14.072056316685199,-15.034062821556233,-13.446790452712559,***,0,2017-01-01,2024-08-31
visakhapatnam_ind.2_1_in,Visakhapatnam,pm10,observed,2.087183658619178,-0.5730041263790906,5.390108355308789,,0.12353923205342238,2017-07-04,2024-08-31
visakhapatnam_ind.2_1_in,Visakhapatnam,pm10,trend,1.5978038238194383,0.7053554120088169,2.5994990772334057,***,0,2017-07-04,2024-08-31
visakhapatnam_ind.2_1_in,Visakhapatnam,pm25,observed,0.07942377239798086,-1.508016094836872,2.023389770137321,,0.8747913188647746,2017-07-04,2024-08-31
visakhapatnam_ind.2_1_in,Visakhapatnam,pm25,trend,-0.005055220535555239,-0.40371187943710024,0.4642157143686153,,0.9449081803005008,2017-07-04,2024-08-31
