location_name,poll,rsquared_testing,period,delta_observed,delta_trend,delta_weather
Muradabad,pm10,0.7799098187304448,FY 2021-2022 to FY 2023-2024,-39.94363866690627,-59.30008989279146,19.356451225885195
Muzaffarpur,pm10,0.8013043864286432,FY 2021-2022 to FY 2023-2024,16.252627152996183,9.406671506276012,6.845955646720171
Nagpur,pm10,0.8405961501473436,FY 2021-2022 to FY 2023-2024,29.211295702516722,24.450429998169966,4.760865704346756
Nashik,pm10,0.7758727893256651,FY 2021-2022 to FY 2023-2024,13.895433639425605,10.208243582842755,3.6871900565828497
Navi Mumbai,pm10,0.8552941019705851,FY 2021-2022 to FY 2023-2024,-3.432175093025421,-4.475441416543944,1.043266323518523
Noida,pm10,0.83201868610992,FY 2021-2022 to FY 2023-2024,-12.718659488684068,-19.1414574892531,6.422798000569031
Patiala,pm10,0.7394227163350593,FY 2021-2022 to FY 2023-2024,-17.784848601854193,-12.581288153289236,-5.203560448564957
Patna,pm10,0.8668024436521458,FY 2021-2022 to FY 2023-2024,56.02485527626993,37.496794865192385,18.528060411077547
Pune,pm10,0.6663972964223962,FY 2021-2022 to FY 2023-2024,18.093059765161627,11.798496640713296,6.294563124448331
Rajamahendravaram,pm10,0.8407155243870449,FY 2021-2022 to FY 2023-2024,7.914843167578027,0.08912986038744464,7.825713307190583
Solapur,pm10,0.8343891681783377,FY 2021-2022 to FY 2023-2024,40.79280232617229,35.96126611277272,4.831536213399573
Talcher,pm10,0.8649203321416721,FY 2021-2022 to FY 2023-2024,33.65030523375111,25.73883427550018,7.911470958250931
Udaipur,pm10,0.7276305752544613,FY 2021-2022 to FY 2023-2024,-6.007332308239683,-5.679444963934287,-0.32788734430539535
Varanasi,pm10,0.8330761283300127,FY 2021-2022 to FY 2023-2024,-48.32700145985042,-48.25966473525954,-0.06733672459088069
Visakhapatnam,pm10,0.7190749522597639,FY 2021-2022 to FY 2023-2024,23.64337259885626,9.931419766106202,13.711952832750057
