location_name,poll,rsquared_testing,period,delta_observed,delta_trend,delta_weather
Ahmedabad,pm10,0.7135056267693027,FY 2021-2022 to FY 2023-2024,-5.320265943237445,-6.243976522537665,0.92371057930022
Amritsar,pm10,0.7175104377680632,FY 2021-2022 to FY 2023-2024,-0.5132364358286878,-2.2241682784584214,1.7109318426297335
Asanol,pm10,0.8895221540859161,FY 2021-2022 to FY 2023-2024,10.537560353497327,2.665183549200904,7.872376804296422
Aurangabad,pm10,0.6451429401877178,FY 2021-2022 to FY 2023-2024,15.216715485404364,15.818280191575127,-0.6015647061707625
Bangalore,pm10,0.7067599786179837,FY 2021-2022 to FY 2023-2024,8.050586804059662,4.002226092064461,4.048360711995201
Bhopal,pm10,0.7624141512528531,FY 2021-2022 to FY 2023-2024,-5.9551212364008705,-7.390284151209343,1.4351629148084726
Chandigarh,pm10,0.7599550726740627,FY 2021-2022 to FY 2023-2024,26.984622908256313,20.962406855314413,6.0222160529419
Chandrapur,pm10,0.7091162280233627,FY 2021-2022 to FY 2023-2024,-0.3752975547333932,-6.754495171362805,6.379197616629412
Davanagere,pm10,0.8497898807737312,FY 2021-2022 to FY 2023-2024,1.680381389771533,-3.805857594886376,5.486238984657909
Delhi,pm10,0.7975653860625986,FY 2021-2022 to FY 2023-2024,8.007000167169082,-0.30382088485606573,8.310821052025148
Dewas,pm10,0.6992624150701775,FY 2021-2022 to FY 2023-2024,16.25177898891465,13.995684386589957,2.256094602324694
Durgapur,pm10,0.8353324955988091,FY 2021-2022 to FY 2023-2024,-79.86289130173981,-74.74954756249744,-5.113343739242367
Faridabad,pm10,0.7558020075811458,FY 2021-2022 to FY 2023-2024,-18.427111589560184,-23.60008090322981,5.1729693136696255
Gaya,pm10,0.8520756516922092,FY 2021-2022 to FY 2023-2024,7.897627843411186,7.646928481417788,0.25069936199339793
Ghaziabad,pm10,0.857942471323004,FY 2021-2022 to FY 2023-2024,-44.532065448128094,-49.31206499812774,4.779999549999644
Guwahati,pm10,0.8343445348123478,FY 2021-2022 to FY 2023-2024,22.991554444981418,19.365284038120407,3.6262704068610105
Gwalior,pm10,0.8130971830995607,FY 2021-2022 to FY 2023-2024,25.054004474153487,15.748896378946327,9.30510809520716
Howrah,pm10,0.8747404713435196,FY 2021-2022 to FY 2023-2024,-11.342822167426391,-16.43726326217623,5.09444109474984
Hyderabad,pm10,0.8750332162721671,FY 2021-2022 to FY 2023-2024,-5.070437598783656,-9.085502488946503,4.015064890162847
Indore,pm10,0.7236239832399598,FY 2021-2022 to FY 2023-2024,-9.625146135865947,-8.861822058327263,-0.7633240775386838
Jabalpur,pm10,0.8538297341553925,FY 2021-2022 to FY 2023-2024,-28.102263183438453,-22.966747846082598,-5.135515337355855
Jaipur,pm10,0.6982965099860845,FY 2021-2022 to FY 2023-2024,13.223086529345636,11.535418352260066,1.6876681770855697
Jalandhar,pm10,0.6824888135246315,FY 2021-2022 to FY 2023-2024,-3.185009414791395,-3.7723415335971566,0.5873321188057616
Jodhpur,pm10,0.7160210284893327,FY 2021-2022 to FY 2023-2024,-31.7574707485675,-28.675615318869035,-3.0818554296984644
Khanna,pm10,0.6935700290782706,FY 2021-2022 to FY 2023-2024,-9.319956108695706,-8.928829725869008,-0.3911263828266982
Kohima,pm10,0.8051724474048789,FY 2021-2022 to FY 2023-2024,-0.7146565549432466,-2.26018528725443,1.5455287323111833
Kolkata,pm10,0.8885983419258904,FY 2021-2022 to FY 2023-2024,-8.00928491953158,-15.696743273418761,7.68745835388718
Kota,pm10,0.7336812268207202,FY 2021-2022 to FY 2023-2024,13.960414598974893,11.919074049705898,2.0413405492689947
Lucknow,pm10,0.9025353122057158,FY 2021-2022 to FY 2023-2024,-12.873033198004649,-23.159646225617138,10.28661302761249
Ludhiana,pm10,0.6617686272483402,FY 2021-2022 to FY 2023-2024,8.36915142409444,10.393802707765971,-2.024651283671531
Meerut,pm10,0.8087893367503259,FY 2021-2022 to FY 2023-2024,-35.90172963800637,-37.20814626259394,1.3064166245875697
Mumbai,pm10,0.8710644362532682,FY 2021-2022 to FY 2023-2024,-11.630937130571098,-9.409720667971555,-2.2212164625995428
