location_name,poll,rsquared_testing,period,delta_observed,delta_trend,delta_weather
Amritsar,pm10,0.7175104377680632,FY 2019-2020 to FY 2023-2024,8.65339122791164,3.2857547590414526,5.367636468870188
Asanol,pm10,0.8895221540859161,FY 2019-2020 to FY 2023-2024,9.836651860610559,8.75293213817693,1.083719722433628
Aurangabad,pm10,0.6451429401877178,FY 2019-2020 to FY 2023-2024,21.824158535564393,20.633845547715097,1.1903129878492962
Bangalore,pm10,0.7067599786179837,FY 2019-2020 to FY 2023-2024,-0.1500392003483597,-3.0005046015607917,2.850465401212432
Chandrapur,pm10,0.7091162280233627,FY 2019-2020 to FY 2023-2024,9.889411171216963,3.37425710251388,6.515154068703083
Delhi,pm10,0.7975653860625986,FY 2019-2020 to FY 2023-2024,1.0047382021647877,2.472003124063548,-1.4672649218987601
Dewas,pm10,0.6992624150701775,FY 2019-2020 to FY 2023-2024,6.012391599576546,-0.5702997737732431,6.582691373349789
Ghaziabad,pm10,0.857942471323004,FY 2019-2020 to FY 2023-2024,-56.22444239347283,-52.006065964537015,-4.218376428935812
Guwahati,pm10,0.8343445348123478,FY 2019-2020 to FY 2023-2024,11.889448491436426,6.395512571347155,5.493935920089271
Howrah,pm10,0.8747404713435196,FY 2019-2020 to FY 2023-2024,-24.173831045689624,-23.225324269066874,-0.9485067766227502
Hyderabad,pm10,0.8750332162721671,FY 2019-2020 to FY 2023-2024,-4.3419808605247425,-10.169952088353853,5.82797122782911
Jaipur,pm10,0.6982965099860845,FY 2019-2020 to FY 2023-2024,23.66163210391676,22.855270011497865,0.8063620924188939
Jalandhar,pm10,0.6824888135246315,FY 2019-2020 to FY 2023-2024,-10.32888595530298,-12.856309914939274,2.5274239596362946
Jodhpur,pm10,0.7160210284893327,FY 2019-2020 to FY 2023-2024,-43.011119775640935,-36.478326813870126,-6.532792961770809
Khanna,pm10,0.6935700290782706,FY 2019-2020 to FY 2023-2024,-1.3311566827609056,-2.1971192477596304,0.8659625649987248
Kolkata,pm10,0.8885983419258904,FY 2019-2020 to FY 2023-2024,-12.85508985398613,-15.802544572255599,2.9474547182694693
Kota,pm10,0.7336812268207202,FY 2019-2020 to FY 2023-2024,22.831073435649998,21.120864180276868,1.7102092553731296
Ludhiana,pm10,0.6617686272483402,FY 2019-2020 to FY 2023-2024,25.045642548337128,21.85571123227888,3.1899313160582494
Mumbai,pm10,0.8710644362532682,FY 2019-2020 to FY 2023-2024,3.2799816430039925,0.7570877044872333,2.5228939385167592
Muradabad,pm10,0.7799098187304448,FY 2019-2020 to FY 2023-2024,-81.01503726704128,-85.17408847121241,4.159051204171135
Nagpur,pm10,0.8405961501473436,FY 2019-2020 to FY 2023-2024,30.083053579187393,27.75019373389729,2.332859845290102
Nashik,pm10,0.7758727893256651,FY 2019-2020 to FY 2023-2024,8.62863443154545,6.092791980425417,2.5358424511200326
Navi Mumbai,pm10,0.8552941019705851,FY 2019-2020 to FY 2023-2024,17.6495170143164,15.713633039387261,1.9358839749291405
Noida,pm10,0.83201868610992,FY 2019-2020 to FY 2023-2024,-22.913746674352552,-23.22500557769672,0.31125890334416795
Patiala,pm10,0.7394227163350593,FY 2019-2020 to FY 2023-2024,-13.336042910414093,-14.91065404646065,1.5746111360465562
Pune,pm10,0.6663972964223962,FY 2019-2020 to FY 2023-2024,16.794514000569706,8.869276699438515,7.92523730113119
Rajamahendravaram,pm10,0.8407155243870449,FY 2019-2020 to FY 2023-2024,13.457264747030756,2.86425026841448,10.593014478616276
Solapur,pm10,0.8343891681783377,FY 2019-2020 to FY 2023-2024,10.180639940174814,3.320303139395321,6.860336800779493
Talcher,pm10,0.8649203321416721,FY 2019-2020 to FY 2023-2024,-31.93102223838602,-51.58638972892189,19.655367490535866
Thane,pm10,0.7134183689177404,FY 2019-2020 to FY 2023-2024,50.76240325101986,43.38627831834489,7.376124932674969
Udaipur,pm10,0.7276305752544613,FY 2019-2020 to FY 2023-2024,14.421938335529859,15.04040421608299,-0.6184658805531313
Visakhapatnam,pm10,0.7190749522597639,FY 2019-2020 to FY 2023-2024,25.026090106402606,11.834298445130699,13.191791661271907
