location_id,location_name,source,poll,variable,yoy,yoy_rel,rsquared_testing,rmse_testing,period
delhi_ind.25_1_in,Delhi,cpcb,pm10,trend,7.779420691097755,0.03911932286477567,0.7975653860625986,51.18343451663705,FY 2020-2021 to FY 2023-2024
dewas_ind.19_1_in,Dewas,cpcb,pm10,observed,12.118571546880545,0.1311454742996886,0.6992624150701775,25.56100959343248,FY 2020-2021 to FY 2023-2024
dewas_ind.19_1_in,Dewas,cpcb,pm10,trend,9.270265179039413,0.1001339722054302,0.6992624150701775,25.56100959343248,FY 2020-2021 to FY 2023-2024
faridabad_ind.12_1_in,Faridabad,cpcb,pm10,observed,-35.48013664714165,-0.1569155733020135,0.7558020075811458,56.29901664373558,FY 2020-2021 to FY 2023-2024
faridabad_ind.12_1_in,Faridabad,cpcb,pm10,trend,-28.767401276662923,-0.1311568584193624,0.7558020075811458,56.29901664373558,FY 2020-2021 to FY 2023-2024
gaya_ind.5_1_in,Gaya,cpcb,pm10,observed,32.68638218009305,0.4599089004334852,0.8520756516922092,29.633567058909065,FY 2020-2021 to FY 2023-2024
gaya_ind.5_1_in,Gaya,cpcb,pm10,trend,29.34146386395571,0.4110713273512235,0.8520756516922092,29.633567058909065,FY 2020-2021 to FY 2023-2024
ghaziabad_ind.34_1_in,Ghaziabad,cpcb,pm10,observed,-52.16636501213745,-0.22490396061482631,0.857942471323004,47.80004954640985,FY 2020-2021 to FY 2023-2024
ghaziabad_ind.34_1_in,Ghaziabad,cpcb,pm10,trend,-46.28885955737752,-0.20111365338668546,0.857942471323004,47.80004954640985,FY 2020-2021 to FY 2023-2024
guwahati_ind.4_1_in,Guwahati,cpcb,pm10,observed,3.2213340686779475,0.02642127668546743,0.8343445348123478,30.190122134299937,FY 2020-2021 to FY 2023-2024
guwahati_ind.4_1_in,Guwahati,cpcb,pm10,trend,9.716710792426667,0.0886852069461967,0.8343445348123478,30.190122134299937,FY 2020-2021 to FY 2023-2024
gwalior_ind.19_1_in,Gwalior,cpcb,pm10,observed,7.931975802494549,0.06221252369487377,0.8130971830995607,27.71183416617752,FY 2020-2021 to FY 2023-2024
gwalior_ind.19_1_in,Gwalior,cpcb,pm10,trend,4.126657418212929,0.03265309883101013,0.8130971830995607,27.71183416617752,FY 2020-2021 to FY 2023-2024
howrah_ind.36_1_in,Howrah,cpcb,pm10,observed,-11.807910348951438,-0.0989238541596886,0.8747404713435196,29.080009388841745,FY 2020-2021 to FY 2023-2024
howrah_ind.36_1_in,Howrah,cpcb,pm10,trend,-8.918701100550933,-0.07822573216730666,0.8747404713435196,29.080009388841745,FY 2020-2021 to FY 2023-2024
hyderabad_ind.32_1_in,Hyderabad,cpcb,pm10,observed,-5.017551113964132,-0.05876203087680559,0.8750332162721671,13.3008686004636,FY 2020-2021 to FY 2023-2024
hyderabad_ind.32_1_in,Hyderabad,cpcb,pm10,trend,-5.83681166679078,-0.06660577827480461,0.8750332162721671,13.3008686004636,FY 2020-2021 to FY 2023-2024
indore_ind.19_1_in,Indore,cpcb,pm10,observed,-2.358502008928511,-0.021932573882061907,0.7236239832399598,29.61547152882401,FY 2020-2021 to FY 2023-2024
indore_ind.19_1_in,Indore,cpcb,pm10,trend,-0.9758273556783905,-0.00916550723045298,0.7236239832399598,29.61547152882401,FY 2020-2021 to FY 2023-2024
jabalpur_ind.19_1_in,Jabalpur,cpcb,pm10,observed,-20.883095426561823,-0.17491176478162992,0.8538297341553925,27.814352164678322,FY 2020-2021 to FY 2023-2024
jabalpur_ind.19_1_in,Jabalpur,cpcb,pm10,trend,-14.453042203535887,-0.12327245248436738,0.8538297341553925,27.814352164678322,FY 2020-2021 to FY 2023-2024
jaipur_ind.29_1_in,Jaipur,cpcb,pm10,observed,25.035319416127805,0.2289512918042076,0.6982965099860845,30.317311018182753,FY 2020-2021 to FY 2023-2024
jaipur_ind.29_1_in,Jaipur,cpcb,pm10,trend,25.467200449137593,0.23736961175502,0.6982965099860845,30.317311018182753,FY 2020-2021 to FY 2023-2024
jalandhar_ind.28_1_in,Jalandhar,cpcb,pm10,observed,2.995443817466608,0.028725347688387467,0.6824888135246315,28.021108650334323,FY 2020-2021 to FY 2023-2024
jalandhar_ind.28_1_in,Jalandhar,cpcb,pm10,trend,3.6875210027873777,0.036516862291653365,0.6824888135246315,28.021108650334323,FY 2020-2021 to FY 2023-2024
jodhpur_ind.29_1_in,Jodhpur,cpcb,pm10,observed,-24.861475203623144,-0.1660906994415047,0.7160210284893327,39.135966890696274,FY 2020-2021 to FY 2023-2024
jodhpur_ind.29_1_in,Jodhpur,cpcb,pm10,trend,-17.955598743944023,-0.12122552731055153,0.7160210284893327,39.135966890696274,FY 2020-2021 to FY 2023-2024
khanna_ind.28_1_in,Khanna,cpcb,pm10,observed,-4.372767567186287,-0.04337620811576446,0.6935700290782706,25.612396830479888,FY 2020-2021 to FY 2023-2024
khanna_ind.28_1_in,Khanna,cpcb,pm10,trend,-3.4187408873542893,-0.034127543317123935,0.6935700290782706,25.612396830479888,FY 2020-2021 to FY 2023-2024
kolkata_ind.36_1_in,Kolkata,cpcb,pm10,observed,-11.48225770398983,-0.10842043204144525,0.8885983419258904,23.122817314211932,FY 2020-2021 to FY 2023-2024
kolkata_ind.36_1_in,Kolkata,cpcb,pm10,trend,-12.050571433359067,-0.11885415422325202,0.8885983419258904,23.122817314211932,FY 2020-2021 to FY 2023-2024
kota_ind.29_1_in,Kota,cpcb,pm10,observed,28.25025471804483,0.3065354502099893,0.7336812268207202,28.36380493155407,FY 2020-2021 to FY 2023-2024
kota_ind.29_1_in,Kota,cpcb,pm10,trend,27.648673283670234,0.29640843989604215,0.7336812268207202,28.36380493155407,FY 2020-2021 to FY 2023-2024
meerut_ind.34_1_in,Meerut,cpcb,pm10,observed,-51.75031929499784,-0.2574589660381543,0.8087893367503259,41.28984601678641,FY 2020-2021 to FY 2023-2024
meerut_ind.34_1_in,Meerut,cpcb,pm10,trend,-33.84249335158975,-0.1772441108895376,0.8087893367503259,41.28984601678641,FY 2020-2021 to FY 2023-2024
mumbai_ind.20_1_in,Mumbai,cpcb,pm10,observed,-3.1470915972594042,-0.03228129130379738,0.8710644362532682,19.91732105957309,FY 2020-2021 to FY 2023-2024
mumbai_ind.20_1_in,Mumbai,cpcb,pm10,trend,0.9690990195695548,0.010107171471191867,0.8710644362532682,19.91732105957309,FY 2020-2021 to FY 2023-2024
nagpur_ind.20_1_in,Nagpur,cpcb,pm10,observed,42.56229324618096,0.7560501499574921,0.8405961501473436,17.368397384228313,FY 2020-2021 to FY 2023-2024
nagpur_ind.20_1_in,Nagpur,cpcb,pm10,trend,35.93982469905247,0.5965891055131074,0.8405961501473436,17.368397384228313,FY 2020-2021 to FY 2023-2024
nashik_ind.20_1_in,Nashik,cpcb,pm10,observed,19.331958910240473,0.3421204533906573,0.7758727893256651,16.83958537387568,FY 2020-2021 to FY 2023-2024
nashik_ind.20_1_in,Nashik,cpcb,pm10,trend,15.32311732416396,0.2555991734451861,0.7758727893256651,16.83958537387568,FY 2020-2021 to FY 2023-2024
navi mumbai_ind.20_1_in,Navi Mumbai,cpcb,pm10,observed,7.168618205353397,0.0656883969689723,0.8552941019705851,26.909397278668667,FY 2020-2021 to FY 2023-2024
navi mumbai_ind.20_1_in,Navi Mumbai,cpcb,pm10,trend,16.29108469717147,0.15985953544421783,0.8552941019705851,26.909397278668667,FY 2020-2021 to FY 2023-2024
noida_ind.34_1_in,Noida,cpcb,pm10,observed,-13.973699699949009,-0.06779206511376333,0.83201868610992,46.916133984449885,FY 2020-2021 to FY 2023-2024
noida_ind.34_1_in,Noida,cpcb,pm10,trend,-15.244230079228203,-0.07200171607975393,0.83201868610992,46.916133984449885,FY 2020-2021 to FY 2023-2024
patiala_ind.28_1_in,Patiala,cpcb,pm10,observed,-8.470836966164924,-0.08264383804616547,0.7394227163350593,32.297569446779576,FY 2020-2021 to FY 2023-2024
patiala_ind.28_1_in,Patiala,cpcb,pm10,trend,-4.914372847344225,-0.04855531500921073,0.7394227163350593,32.297569446779576,FY 2020-2021 to FY 2023-2024
patna_ind.5_1_in,Patna,cpcb,pm10,observed,64.11423448443625,0.4535592605064219,0.8668024436521458,36.654856415163486,FY 2020-2021 to FY 2023-2024
patna_ind.5_1_in,Patna,cpcb,pm10,trend,63.13462491561853,0.486040445506295,0.8668024436521458,36.654856415163486,FY 2020-2021 to FY 2023-2024
rajamahendravaram_ind.2_1_in,Rajamahendravaram,cpcb,pm10,observed,5.521891785082943,0.07865720832561846,0.8407155243870449,15.011396787000557,FY 2020-2021 to FY 2023-2024
rajamahendravaram_ind.2_1_in,Rajamahendravaram,cpcb,pm10,trend,1.530842811176754,0.021965740586657127,0.8407155243870449,15.011396787000557,FY 2020-2021 to FY 2023-2024
talcher_ind.26_1_in,Talcher,cpcb,pm10,observed,12.979789740448794,0.13410240199694498,0.8649203321416721,35.00852256466875,FY 2020-2021 to FY 2023-2024
talcher_ind.26_1_in,Talcher,cpcb,pm10,trend,13.079841165287903,0.14106094480052098,0.8649203321416721,35.00852256466875,FY 2020-2021 to FY 2023-2024
thane_ind.20_1_in,Thane,cpcb,pm10,observed,-13.328893371745508,-0.10212781163934419,0.7134183689177404,38.996440309240526,FY 2020-2021 to FY 2023-2024
thane_ind.20_1_in,Thane,cpcb,pm10,trend,-1.607281285660079,-0.013407713149252074,0.7134183689177404,38.996440309240526,FY 2020-2021 to FY 2023-2024
udaipur_ind.29_1_in,Udaipur,cpcb,pm10,observed,12.892686289723045,0.1358554536392922,0.7276305752544613,25.381864765266393,FY 2020-2021 to FY 2023-2024
udaipur_ind.29_1_in,Udaipur,cpcb,pm10,trend,17.15623092491188,0.1856632371638962,0.7276305752544613,25.381864765266393,FY 2020-2021 to FY 2023-2024
visakhapatnam_ind.2_1_in,Visakhapatnam,cpcb,pm10,observed,16.73308284292311,0.15323690492227085,0.7190749522597639,28.90202058379198,FY 2020-2021 to FY 2023-2024
visakhapatnam_ind.2_1_in,Visakhapatnam,cpcb,pm10,trend,13.977917671454222,0.1318363494151435,0.7190749522597639,28.90202058379198,FY 2020-2021 to FY 2023-2024
