location_id,location_name,source,poll,variable,yoy,yoy_rel,rsquared_testing,rmse_testing,period
agra_ind.34_1_in,Agra,cpcb,pm10,observed,2.9755216337133987,0.0365957093807753,0.8305292754403572,21.524139896337925,FY 2012-23 to FY 2023-24
agra_ind.34_1_in,Agra,cpcb,pm10,trend,2.3185170561838646,0.029750685572736822,0.8305292754403572,21.524139896337925,FY 2012-23 to FY 2023-24
ahmedabad_ind.11_1_in,Ahmedabad,cpcb,pm10,observed,-7.183130595072058,-0.06426069516193458,0.7135056267693027,31.926631587917026,FY 2012-23 to FY 2023-24
ahmedabad_ind.11_1_in,Ahmedabad,cpcb,pm10,trend,-1.8707149663245701,-0.01762193168209396,0.7135056267693027,31.926631587917026,FY 2012-23 to FY 2023-24
amritsar_ind.28_1_in,Amritsar,cpcb,pm10,observed,0.12863315995069513,0.0011958602267840637,0.7175104377680632,29.227867262988674,FY 2012-23 to FY 2023-24
amritsar_ind.28_1_in,Amritsar,cpcb,pm10,trend,0.266764232066393,0.0025316452601266137,0.7175104377680632,29.227867262988674,FY 2012-23 to FY 2023-24
asanol_ind.36_1_in,Asanol,cpcb,pm10,observed,-41.04523336829786,-0.267100856259931,0.8895221540859161,25.62253765901784,FY 2012-23 to FY 2023-24
asanol_ind.36_1_in,Asanol,cpcb,pm10,trend,-30.874068562226128,-0.215114703316578,0.8895221540859161,25.62253765901784,FY 2012-23 to FY 2023-24
aurangabad_ind.20_1_in,Aurangabad,cpcb,pm10,observed,-14.448496344708019,-0.12742736430530996,0.6451429401877178,23.827341380813824,FY 2012-23 to FY 2023-24
aurangabad_ind.20_1_in,Aurangabad,cpcb,pm10,trend,-12.423640587008592,-0.11375421150023483,0.6451429401877178,23.827341380813824,FY 2012-23 to FY 2023-24
baddi_ind.13_1_in,Baddi,cpcb,pm10,observed,-15.772638809287344,-0.10109834481800292,0.7250566742504438,43.37114686696888,FY 2012-23 to FY 2023-24
baddi_ind.13_1_in,Baddi,cpcb,pm10,trend,-17.838799562182146,-0.1176274251586556,0.7250566742504438,43.37114686696888,FY 2012-23 to FY 2023-24
bangalore_ind.16_1_in,Bangalore,cpcb,pm10,observed,1.4972613564977166,0.021195249134454735,0.7067599786179837,14.999234416612738,FY 2012-23 to FY 2023-24
bangalore_ind.16_1_in,Bangalore,cpcb,pm10,trend,1.2730175932888272,0.018162616668347092,0.7067599786179837,14.999234416612738,FY 2012-23 to FY 2023-24
bhopal_ind.19_1_in,Bhopal,cpcb,pm10,observed,-14.303836650833532,-0.11566016725888897,0.7624141512528531,25.49953082725088,FY 2012-23 to FY 2023-24
bhopal_ind.19_1_in,Bhopal,cpcb,pm10,trend,-10.540255910712474,-0.08962988938123795,0.7624141512528531,25.49953082725088,FY 2012-23 to FY 2023-24
chandigarh_ind.6_1_in,Chandigarh,cpcb,pm10,observed,3.927854386028045,0.03245786404239153,0.7599550726740627,26.70388542999828,FY 2012-23 to FY 2023-24
chandigarh_ind.6_1_in,Chandigarh,cpcb,pm10,trend,8.51017052666603,0.07539765428429582,0.7599550726740627,26.70388542999828,FY 2012-23 to FY 2023-24
chandrapur_ind.20_1_in,Chandrapur,cpcb,pm10,observed,-15.01829320740839,-0.1469503889585821,0.7091162280233627,28.5119631090105,FY 2012-23 to FY 2023-24
chandrapur_ind.20_1_in,Chandrapur,cpcb,pm10,trend,-13.524157644323665,-0.13607695973399486,0.7091162280233627,28.5119631090105,FY 2012-23 to FY 2023-24
davanagere_ind.16_1_in,Davanagere,cpcb,pm10,observed,0.7830693175470103,0.013581861844147607,0.8497898807737312,13.419510741830894,FY 2012-23 to FY 2023-24
davanagere_ind.16_1_in,Davanagere,cpcb,pm10,trend,-0.9238148064714906,-0.016175349908361506,0.8497898807737312,13.419510741830894,FY 2012-23 to FY 2023-24
delhi_ind.25_1_in,Delhi,cpcb,pm10,observed,-4.668133488450593,-0.02200215091445208,0.7975653860625986,51.18343451663705,FY 2012-23 to FY 2023-24
delhi_ind.25_1_in,Delhi,cpcb,pm10,trend,-2.17486009651401,-0.010415090294845197,0.7975653860625986,51.18343451663705,FY 2012-23 to FY 2023-24
durgapur_ind.36_1_in,Durgapur,cpcb,pm10,observed,-35.34227664941366,-0.24579368638354807,0.8353324955988091,36.9225140353137,FY 2012-23 to FY 2023-24
durgapur_ind.36_1_in,Durgapur,cpcb,pm10,trend,-41.74503944830113,-0.28012970409379234,0.8353324955988091,36.9225140353137,FY 2012-23 to FY 2023-24
faridabad_ind.12_1_in,Faridabad,cpcb,pm10,observed,-22.42739759090955,-0.1052647854461571,0.7558020075811458,56.29901664373558,FY 2012-23 to FY 2023-24
faridabad_ind.12_1_in,Faridabad,cpcb,pm10,trend,-12.523763102829037,-0.06166540248773004,0.7558020075811458,56.29901664373558,FY 2012-23 to FY 2023-24
firozabad_ind.34_1_in,Firozabad,cpcb,pm10,observed,-3.563123023253951,-0.044431269599489176,0.7486405606861314,19.59505227526497,FY 2012-23 to FY 2023-24
firozabad_ind.34_1_in,Firozabad,cpcb,pm10,trend,-2.121326282937744,-0.026939289680573006,0.7486405606861314,19.59505227526497,FY 2012-23 to FY 2023-24
gaya_ind.5_1_in,Gaya,cpcb,pm10,observed,-46.15948614234398,-0.30789967106817256,0.8520756516922092,29.633567058909065,FY 2012-23 to FY 2023-24
gaya_ind.5_1_in,Gaya,cpcb,pm10,trend,-41.4186922875455,-0.2913973490068515,0.8520756516922092,29.633567058909065,FY 2012-23 to FY 2023-24
